0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308
,,5.8347441770140716,,-0.02302585092994047,,,,5.958365872749401,-0.02302585092994047,,,,6.1047424213494725,,,,6.255706350244119,,,,,,4.7359987549567,-0.02302585092994047,-0.02302585092994047,,6.278478716351357,,,,,,7.779457447221019,5.541174275373824,,,,6.2878162492684675,6.1398354933094295,,,,,,,,7.498857129922392,,,,6.565232909269246,,,,,5.5213698626006655,5.883258980408268,,,,,,,,5.7169528210401115,-0.02302585092994047,5.9686493414645,,6.313506808508272,5.802049603287108,,2.9432402199392937,7.334314491979288,5.081262971268071,,-0.02302585092994047,,,,,,,,-0.02302585092994047,,,,6.137677889208019,,5.877672018460964,,,6.118047058504549,,,5.220232775459143,5.225624285691597,6.504254096939512,,6.361263162846737,,5.411544427142119,5.575862876781035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.247998844952983,5.262572240088865,,,,,,,,6.01610163918384,-0.02302585092994047,,5.73002587511569,,-0.02302585092994047,,,-0.02302585092994047,,-0.02302585092994047,-0.02302585092994047,,,,,,5.587163400911835,6.447269787755749,,,6.526461531374059,,,6.602557005987744,-0.02302585092994047,3.7606706085748924,,,,-0.02302585092994047,4.093965110588698,,,7.205618277396719,,,,5.758829964425087,,,6.597114647135639,5.575862876781035,,,,,,,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,3.0900072459412313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6.889568128066411,,5.877672018460964,,,,-0.02302585092994047,,,,,5.023730754506567,,,,-0.02302585092994047,,,-0.02302585092994047,,-0.02302585092994047,,,,,7.155378532200178,,-0.02302585092994047,-0.02302585092994047,3.2179648989393597,,,-0.02302585092994047,,,,,,3.737127500434414,,,4.189309791946409,-0.02302585092994047,,,-0.02302585092994047,,,,,3.0434379079743348,,,,,,,6.881387932959746,,5.579643925017428,-0.02302585092994047,,,,,,,,,-0.02302585092994047,,-0.02302585092994047,,,,,6.605267118337075,,,3.8061565222560274,,,,,,6.1047424213494725,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,,,,,,,,7.32117350187811,,6.18616178580969,4.3564169535982185,-0.02302585092994047,,,,,3.4332526515722264,,,-0.02302585092994047,,5.960946670946001,,,,,4.624749623878936,,,,,,,,,,,4.142773347148837,,,,,,5.852137067350519,,-0.02302585092994047,4.303757440761792,,,,,3.6369869597407622,,4.7447341715620155,,4.44238342322567,7.754042873746101,-0.02302585092994047,4.897669914035712,4.510609334797458,,,,,,,,-0.02302585092994047,,-0.02302585092994047,,,-0.02302585092994047,,-0.02302585092994047,,,-0.02302585092994047,5.141530431975058,-0.02302585092994047,,-0.02302585092994047,,,,,,,5.673245041503545,,3.7606706085748924,,,,3.8281464309911812,,,,,,,,-0.02302585092994047,,3.6629778147321255,,,,,5.616688320498657,,,-0.02302585092994047,,7.5180518168008295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02302585092994047,,3.4004383343571507,,,,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,,5.771370208531385,,,,5.70370659584733,,,5.446639251425762,-0.02302585092994047,,,-0.02302585092994047,-0.02302585092994047,,,,,,,,,,,4.594889896636258,-0.02302585092994047,2.4830079501444295,,,3.0900072459412313,,,,,4.6537435382836785,5.365869641237986,-0.02302585092994047,,4.811999275001841,,,,,,,,,,,,,,,,,,4.110500634219477,,,,,,,,5.7003674407968745,,-0.02302585092994047,,,,,,,3.9885624247490243,,,,-0.02302585092994047,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.220232775459143,-0.02302585092994047,,,,5.467964091041269,2.889106358780509,-0.02302585092994047,4.454082577741396,,4.79560240575869,,5.662881439585087,-0.02302585092994047,,,,,,,,,,,,,5.792944207259343,,,-0.02302585092994047,,,5.25215424409087,4.859635933140036,,5.7235107110186325,,,,,6.340319156927093,-0.02302585092994047,-0.02302585092994047,,,,,,,,,,,,,,6.690814000274615,5.6970170984233315,-0.02302585092994047,,,,,,,,,6.6554110542125935,-0.02302585092994047,,,,,,-0.02302585092994047,7.22327907637631,,,-0.02302585092994047,,4.787302034963288,,,,,,5.70370659584733,,,6.70805629008582,,-0.02302585092994047,7.021956117086295,6.131177003956482,,,,,-0.02302585092994047,,,7.139642284430822,,,,,,,,3.554697484794733,6.690814000274615,,7.573519565463229,,,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,5.568257619150692,,-0.02302585092994047,-0.02302585092994047,,,,,,,,,,,-0.02302585092994047,,,,,,,,,,,,,-0.02302585092994047,,,,,4.663224327852915,-0.02302585092994047,,,,,,,,,,,,,,,,,,5.666347921069061,,,,,,,,,,,,-0.02302585092994047,5.342225333214986,,,7.565263487643346,,,,,-0.02302585092994047,5.613045027101154,1.6048749621835512,,,,7.369586377147523,-0.02302585092994047,,,,5.429245787220227,,6.030630540545311,,6.141988452176159,,,,,,8.073084101826042,,4.532354702129386,,,,3.9885624247490243,3.2179648989393597,7.5368849958150275,,,,,,,,,,,3.0434379079743348,,4.042651841073526,,,-0.02302585092994047,,,,,-0.02302585092994047,,,,3.969862334899363,,,4.709325110201111,7.837939936584951,,-0.02302585092994047,,,,,,,6.322524372343483,5.141530431975058,,,5.953184208438472,,,4.604942532286512,,,5.505239000028917,,,,,,,,,7.97967350955387,,,,,3.2179648989393597,4.691139027585263,,,,,,,,-0.02302585092994047,,,,,,-0.02302585092994047,,,,-0.02302585092994047,6.716567215297374,,,,,,6.381777500963767,,,,,,,-0.02302585092994047,,-0.02302585092994047,,,,,,5.988904365690935,,,,,,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.141988452176159,,3.5256908069040103,,,,6.498247867595076,,,-0.02302585092994047,,3.931379204089023,,5.415999229179739,,,,,,,-0.02302585092994047,3.9508058769919367,,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,,6.747559809595601,,,-0.02302585092994047,,,,,,,-0.02302585092994047,,,,,,-0.02302585092994047,,6.476937342616412,,4.718295611540621,,,,4.709325110201111,,5.733267608232676,-0.02302585092994047,-0.02302585092994047,,,,5.087455814378037,,-0.02302585092994047,-0.02302585092994047,,,,,5.641826348605529,,3.554697484794733,-0.02302585092994047,6.169563110480885,6.1441367857672535,,,,,3.7130167227966364,-0.02302585092994047,,-0.02302585092994047,-0.02302585092994047,5.777581847739182,,,,,5.075031537743839,,,6.579219596539443,,,,-0.02302585092994047,,,3.582886439052634,,,-0.02302585092994047,,,,-0.02302585092994047,,,,6.69205550044648,,,,-0.02302585092994047,4.042651841073526,,5.322898935026682,6.475397642469513,5.4509407544626365,-0.02302585092994047,,6.315316838326057,,,-0.02302585092994047,3.29499344453389,3.36651059835748,,,,,,,,-0.02302585092994047,,,,,,5.739719717284977,,,,,,,,,,,-0.02302585092994047,-0.02302585092994047,,-0.02302585092994047,,,,,,,5.062450954426345,-0.02302585092994047,,,,,,2.9432402199392937,-0.02302585092994047,-0.02302585092994047,,,,6.756905920549535,,,,,,3.1345040398211506,,,,,5.627539229838087,,,-0.02302585092994047,,-0.02302585092994047,,,,,,,,,-0.02302585092994047,,,7.411542533771535,,-0.02302585092994047,,,,,,3.2179648989393597,,,,,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-0.02302585092994047,,,,,,-0.02302585092994047,-0.02302585092994047,,5.4637353479201956,,,,,,,,,,,,,,,,,,5.814062580922294,,5.8050664039784845,3.1771049311586346,,,4.488380575457279,,5.638273659721437,,,,,,,,,5.765119743564716,,6.340319156927093,,,,,,,,-0.02302585092994047,4.828131618487323,,,,-0.02302585092994047,6.687080224946212,5.953184208438472,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02302585092994047,,,,,-0.02302585092994047,,,-0.02302585092994047,6.056730703191641,,,,5.3889677847840645,,,-0.02302585092994047,,4.126767176034628,,,4.919814760351551,4.761979362202692,,,,5.988904365690935,,,,-0.02302585092994047,,5.164655892440175,,,-0.02302585092994047,6.124633580509172,,,,,,,,-0.02302585092994047,-0.02302585092994047,,,,,,,3.0900072459412313,-0.02302585092994047,5.220232775459143,-0.02302585092994047,,,,3.4650243128344993,,5.548987509847881,,4.6441720023097846,5.749320490353622,,,-0.02302585092994047,,,,,,,,,,,,3.7606706085748924,5.755670176881432,,,,,,6.040200512715736,,,7.442479387744168,4.912487498352241,,4.912487498352241,3.87072667386444,,5.236320876887405,-0.02302585092994047,-0.02302585092994047,,3.4004383343571507,,,,-0.02302585092994047,4.574476283139383,,7.913146857031676,5.147362126316883,,,,,,,,6.763858623252725,6.661825631708553,,4.828131618487323,,3.6103025130803132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.8492591790082935,,,-0.02302585092994047,,,,4.905106151043524,,-0.02302585092994047,,,,-0.02302585092994047,,,,,,5.267740818266567,,,,,,,,,,,,,-0.02302585092994047,,4.761979362202692,,,,,5.517361475502629,4.553637254689445,,,5.192830383009906,,5.2148120392005035,4.6819204384372135,,,-0.02302585092994047,-0.02302585092994047,,,-0.02302585092994047,,6.293377202584127,,,,,,,4.919814760351551,-0.02302585092994047,,,5.288152060555196,,,,,4.709325110201111,,,,,,-0.02302585092994047,-0.02302585092994047,,-0.02302585092994047,,4.787302034963288,,5.2573768088585915,,-0.02302585092994047,,-0.02302585092994047,,,,,,,-0.02302585092994047,,,,,,3.2572206630532667,,,,,,,,4.709325110201111,,,,,,,5.981356727837078,,,,,,,-0.02302585092994047,6.093518385476565,,,4.006919230855285,,5.9635208257648085,3.2572206630532667,,,-0.02302585092994047,,,,5.342225333214986,,,,,,,-0.02302585092994047,,5.0104835307204825,-0.02302585092994047,,,7.315203244742053,,,,,5.472175027168737,3.688310222656342,5.7070346380386034,-0.02302585092994047,4.0249451299032755,,,,,5.3277656637567254,,,,,4.934310158720077,,,5.429245787220227,,,,,,4.718295611540621,,,6.165370032123583,,,-0.02302585092994047,4.142773347148837,,,-0.02302585092994047,,3.2572206630532667,,,,3.0434379079743348,,,,,,,,,-0.02302585092994047,,,,5.739719717284977,-0.02302585092994047,5.459488646563097,,4.962685437316346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,7.4581730299307685,,,,,,,,5.513336956553073,,,,,,,-0.02302585092994047,5.429245787220227,,,,,,,,4.510609334797458,-0.02302585092994047,,-0.02302585092994047,-0.02302585092994047,,,,,5.056100808983058,,,,,,6.056730703191641,,,,,4.006919230855285,,6.390202473753706,5.929528602251348,-0.02302585092994047,4.4770781130741995,,3.5256908069040103,7.215958277471892,,,,,,,,,,,,,,,5.3277656637567254,5.548987509847881,,,,-0.02302585092994047,,,,,2.9432402199392937,,,-0.02302585092994047,,,,,,6.450434461341127,,,,-0.02302585092994047,,-0.02302585092994047,,,,,,,,,6.43771522862669,,,5.068761029839202,5.973751689634437,6.555324511799888,,,6.768467047192499,,,,,,,6.403536510504381,,6.907732515944017,,,,,6.476937342616412,,-0.02302585092994047,,,,,,5.888814901555248,-0.02302585092994047,,,,-0.02302585092994047,,,,,,,,,,,,,,,6.349099195519694,,,,-0.02302585092994047,,-0.02302585092994047,7.489958182117606,6.745209569385726,-0.02302585092994047,,,-0.02302585092994047,,,6.6240349978887325,,4.663224327852915,3.688310222656342,,,4.093965110588698,,,,,-0.02302585092994047,4.330433785173597,,6.431294426222948,,-0.02302585092994047,-0.02302585092994047,3.737127500434414,5.23098688335422,,,,5.398059697212791,-0.02302585092994047,,,-0.02302585092994047,,,4.343509757642261,,,2.994593486429791,-0.02302585092994047,,,,,,,,,7.419966284995406,,,-0.02302585092994047,,5.872053666915258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02302585092994047,-0.02302585092994047,,4.204352818694439,,,,,2.9432402199392937,4.8440078359135095,,,,,5.746130463361909,3.582886439052634,,,3.2572206630532667,,,,,-0.02302585092994047,2.6374300935956896,,-0.02302585092994047,3.9508058769919367,,,,,6.522059322934798,,,6.0209680983595195,,,3.0900072459412313,,,2.994593486429791,,3.9508058769919367,,5.655912217515872,-0.02302585092994047,4.290147573631756,,,,,4.905106151043524,,,,,,,,,-0.02302585092994047,,,,6.723805081337513,-0.02302585092994047,,4.158527351672092,,,,3.0900072459412313,3.1345040398211506,,,,,,,,-0.02302585092994047,4.709325110201111,,-0.02302585092994047,6.890585963440554,,4.753393940996743,,5.560594078032707,,-0.02302585092994047,,,-0.02302585092994047,,-0.02302585092994047,-0.02302585092994047,-0.02302585092994047,,,,6.94599208250597,,-0.02302585092994047,,,,5.246904260883169,,-0.02302585092994047,,,,-0.02302585092994047,,,-0.02302585092994047,6.62270605383872,,-0.02302585092994047,,,,,-0.02302585092994047,,5.548987509847881,-0.02302585092994047,,,-0.02302585092994047,5.648894084318536,6.943100450783601,,,,-0.02302585092994047,,5.966088371320212,,-0.02302585092994047,7.1670203128852545,-0.02302585092994047,7.24706437164874,,,,,-0.02302585092994047,5.894340124918374,,4.564111051070564,,6.778759001127971,,,5.958365872749401,,-0.02302585092994047,6.715355794706709,,-0.02302585092994047,-0.02302585092994047,4.248170006608272,,,-0.02302585092994047,7.017485745977824,6.857490126634277,,,,,,,,-0.02302585092994047,7.847362940934981,6.874174955590873,,,,,2.994593486429791,4.454082577741396,,-0.02302585092994047,,,7.125264778568257,,,,,,,5.866403571060801,7.029952767451241,,,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,6.291526985375318,,,,,6.882414124285269,,,,4.532354702129386,5.209361758334012,,7.1792906196743775,-0.02302585092994047,,,,,,,,,-0.02302585092994047,,,-0.02302585092994047,,,3.737127500434414,-0.02302585092994047,,,,-0.02302585092994047,,,4.418566319833164,,,5.568257619150692,,3.1771049311586346,3.0434379079743348,,-0.02302585092994047,,,,,,,,4.7359987549567,-0.02302585092994047,-0.02302585092994047,,,,-0.02302585092994047,,,,,,-0.02302585092994047,7.400606672094833,5.774480851185236,,-0.02302585092994047,3.6629778147321255,,-0.02302585092994047,5.594626756024918,4.594889896636258,5.863566506521177,5.749320490353622,-0.02302585092994047,5.598337648855322,-0.02302585092994047,,2.831873459809499,,,-0.02302585092994047,,4.189309791946409,5.384390640919682,,,,5.375173018894646,,,,,,4.6819204384372135,,,,,,,5.6766758445069,,,,,,3.2572206630532667,7.74801870013766,,,,,,4.369159674504144,3.582886439052634,5.23098688335422,4.6819204384372135,,3.0900072459412313,,,,,,,,,,5.153160009083317,,,,6.533755751951351,,3.4332526515722264,,3.2179648989393597,,7.074943939930318,,4.955666743490766,,,,7.5180518168008295,,6.357802815506272,5.420434273938402,,,2.563196839695575,,,5.298203546175523,,4.454082577741396,6.3098768904990665,,,,,,,,6.910728093009448,,4.897669914035712,-0.02302585092994047,,5.950583272760285,-0.02302585092994047,-0.02302585092994047,,,,,,,,,-0.02302585092994047,,,4.126767176034628,6.998488854108461,,5.31309384083806,,,,,-0.02302585092994047,,,,,,4.727186357897958,,,,,-0.02302585092994047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
